,job,sex,year_x,count_x,perc,year_y,count_y,std
210,Midwife,men,1850,0,0.0,47.483814544307265,1629.5117737192497,5.7271204895893066e-05
211,Midwife,men,1860,0,0.0,47.483814544307265,1629.5117737192497,5.7271204895893066e-05
212,Midwife,men,1870,0,0.0,47.483814544307265,1629.5117737192497,5.7271204895893066e-05
213,Midwife,men,1880,0,0.0,47.483814544307265,1629.5117737192497,5.7271204895893066e-05
214,Midwife,men,1900,0,0.0,47.483814544307265,1629.5117737192497,5.7271204895893066e-05
215,Midwife,men,1910,252,6.4733395250000005e-06,47.483814544307265,1629.5117737192497,5.7271204895893066e-05
216,Midwife,men,1920,101,2.405422651e-06,47.483814544307265,1629.5117737192497,5.7271204895893066e-05
217,Midwife,men,1930,0,0.0,47.483814544307265,1629.5117737192497,5.7271204895893066e-05
218,Midwife,men,1940,0,0.0,47.483814544307265,1629.5117737192497,5.7271204895893066e-05
219,Midwife,men,1950,109,1.7945069870000002e-06,47.483814544307265,1629.5117737192497,5.7271204895893066e-05
220,Midwife,men,1960,600,6.903891751e-06,47.483814544307265,1629.5117737192497,5.7271204895893066e-05
221,Midwife,men,1970,200,1.8304657740000002e-06,47.483814544307265,1629.5117737192497,5.7271204895893066e-05
222,Midwife,men,1980,0,0.0,47.483814544307265,1629.5117737192497,5.7271204895893066e-05
223,Midwife,men,1990,0,0.0,47.483814544307265,1629.5117737192497,5.7271204895893066e-05
224,Midwife,men,2000,0,0.0,47.483814544307265,1629.5117737192497,5.7271204895893066e-05
225,Midwife,women,1850,0,0.0,47.483814544307265,1629.5117737192497,5.7271204895893066e-05
226,Midwife,women,1860,1404,0.00016646048804200002,47.483814544307265,1629.5117737192497,5.7271204895893066e-05
227,Midwife,women,1870,1203,9.162894557600001e-05,47.483814544307265,1629.5117737192497,5.7271204895893066e-05
228,Midwife,women,1880,2592,0.000141582997324,47.483814544307265,1629.5117737192497,5.7271204895893066e-05
229,Midwife,women,1900,5623,0.00018939182791200001,47.483814544307265,1629.5117737192497,5.7271204895893066e-05
230,Midwife,women,1910,4787,0.000122967763128,47.483814544307265,1629.5117737192497,5.7271204895893066e-05
231,Midwife,women,1920,4740,0.000112888152157,47.483814544307265,1629.5117737192497,5.7271204895893066e-05
232,Midwife,women,1930,3539,7.2624404229e-05,47.483814544307265,1629.5117737192497,5.7271204895893066e-05
233,Midwife,women,1940,0,0.0,47.483814544307265,1629.5117737192497,5.7271204895893066e-05
234,Midwife,women,1950,1086,1.787921641e-05,47.483814544307265,1629.5117737192497,5.7271204895893066e-05
235,Midwife,women,1960,1391,1.6005522376e-05,47.483814544307265,1629.5117737192497,5.7271204895893066e-05
236,Midwife,women,1970,1203,1.1010251633000001e-05,47.483814544307265,1629.5117737192497,5.7271204895893066e-05
237,Midwife,women,1980,0,0.0,47.483814544307265,1629.5117737192497,5.7271204895893066e-05
238,Midwife,women,1990,0,0.0,47.483814544307265,1629.5117737192497,5.7271204895893066e-05
239,Midwife,women,2000,0,0.0,47.483814544307265,1629.5117737192497,5.7271204895893066e-05
240,Osteopath,men,1850,0,0.0,47.483814544307265,1832.9468394069575,3.312272243306942e-05
241,Osteopath,men,1860,0,0.0,47.483814544307265,1832.9468394069575,3.312272243306942e-05
242,Osteopath,men,1870,0,0.0,47.483814544307265,1832.9468394069575,3.312272243306942e-05
243,Osteopath,men,1880,0,0.0,47.483814544307265,1832.9468394069575,3.312272243306942e-05
244,Osteopath,men,1900,201,6.770008431e-06,47.483814544307265,1832.9468394069575,3.312272243306942e-05
245,Osteopath,men,1910,0,0.0,47.483814544307265,1832.9468394069575,3.312272243306942e-05
246,Osteopath,men,1920,2825,6.728038604300001e-05,47.483814544307265,1832.9468394069575,3.312272243306942e-05
247,Osteopath,men,1930,4045,8.3008113904e-05,47.483814544307265,1832.9468394069575,3.312272243306942e-05
248,Osteopath,men,1940,5657,0.00010872306670400001,47.483814544307265,1832.9468394069575,3.312272243306942e-05
249,Osteopath,men,1950,6758,0.00011125943324100001,47.483814544307265,1832.9468394069575,3.312272243306942e-05
250,Osteopath,men,1960,3784,4.3540543978e-05,47.483814544307265,1832.9468394069575,3.312272243306942e-05
251,Osteopath,men,1970,0,0.0,47.483814544307265,1832.9468394069575,3.312272243306942e-05
252,Osteopath,men,1980,0,0.0,47.483814544307265,1832.9468394069575,3.312272243306942e-05
253,Osteopath,men,1990,0,0.0,47.483814544307265,1832.9468394069575,3.312272243306942e-05
254,Osteopath,men,2000,0,0.0,47.483814544307265,1832.9468394069575,3.312272243306942e-05
255,Osteopath,women,1850,0,0.0,47.483814544307265,1832.9468394069575,3.312272243306942e-05
256,Osteopath,women,1860,0,0.0,47.483814544307265,1832.9468394069575,3.312272243306942e-05
257,Osteopath,women,1870,0,0.0,47.483814544307265,1832.9468394069575,3.312272243306942e-05
258,Osteopath,women,1880,0,0.0,47.483814544307265,1832.9468394069575,3.312272243306942e-05
259,Osteopath,women,1900,101,3.401845032e-06,47.483814544307265,1832.9468394069575,3.312272243306942e-05
260,Osteopath,women,1910,0,0.0,47.483814544307265,1832.9468394069575,3.312272243306942e-05
261,Osteopath,women,1920,909,2.1648803863000003e-05,47.483814544307265,1832.9468394069575,3.312272243306942e-05
262,Osteopath,women,1930,2527,5.1856984879e-05,47.483814544307265,1832.9468394069575,3.312272243306942e-05
